From	Entry	GeneID	Organism	Entry Name	Interacts with
TMEM106A	Q96A25	113277;	Homo sapiens (Human)	T106A_HUMAN	O75355-2; Q9UKR5; P29033; O14653; P24593; Q9BVX2; Q6UX40; Q5BJH2-2; Q8N661; Q9H2S6-2; O14817
DIS3	Q9Y2L1	22894;	Homo sapiens (Human)	RRP44_HUMAN	Q01780; Q9NQT5
ERICH2	A1L162	285141;	Homo sapiens (Human)	ERIC2_HUMAN	P42858; Q7L2V5; O75367; Q9UIG4; O00560
TRAPPC11	Q7Z392	60684;	Homo sapiens (Human)	TPC11_HUMAN	
WDR24	Q96S15	84219;	Homo sapiens (Human)	WDR24_HUMAN	Q92624; Q9NXC5; P58004; P58005; Q5T011; Q6PJI9
ZNF318	Q5VUA4	24149;	Homo sapiens (Human)	ZN318_HUMAN	
RELT	Q969Z4	84957;	Homo sapiens (Human)	TR19L_HUMAN	
PRKAB2	O43741	5565;	Homo sapiens (Human)	AAKB2_HUMAN	Q8NFV4-4; Q5BKX5-3; Q6UY14-3; Q9NYG5-2; Q03989; Q9H7T9; P01185; Q8N9N5; Q8N9N5-2; Q7L4P6; Q9H2G9; Q9NWW7; Q3SXR2; P42575; Q9BUN5-3; O60729; O14627; Q9H5F2; P27918; Q96BA8; O43186; A8MQ03; P14920; O95865; Q96D03; G5E9A7; Q7L591-3; O00472; Q9NQ30; P22607; P21333-2; P15976; P15976-2; Q8WXI9; Q5JQS6; Q7L5D6; Q08379; A6NEM1; Q9H8Y8; Q6PI77; Q8TC17; Q14957; P28799; O15499; P06396; P04792; Q8IYA8; Q13422; Q9UKT9; Q9NZH6; Q5VVH5; Q9H079; Q7Z7F0-4; O60333-2; Q9UIH9; Q5JUW0-3; Q15323; Q6A162; Q07627; Q8IUG1; P60412; P60370; P60409; P60410; P60411; Q9BYP8; Q9BYR9; Q9BYR6; Q9BQ66; Q9BYR5; Q9BYR2; P26371; Q9BYQ4; Q9BYQ3; Q9BYQ2; Q9BYQ0; Q9UBR4-2; Q5T3J3; Q9Y250; Q9BRK4; Q9Y5V3; Q3KP22-3; P31153; Q99750; P50222; Q8N6F8; Q6PF18; Q15742; P0CG21; Q8TDS5; P18545; Q13956; Q99471; O75928; Q6ZR37; Q96KQ4; Q96I34; Q9GZV8; Q13131; P54646; P54619; Q9UGI9; O00231; P61289; P11217; Q96PU8; Q96QF0-7; Q5RL73; Q93062-3; Q04864-2; Q8TAI7; Q9UFD9; Q9Y3C5; Q01974; Q9UNE2; Q9UPU9-3; Q14140; Q12824-2; Q53HV7-2; Q7Z699; O43609; O43597; O75558; Q8N4C7; Q5VWN6-2; Q99081-3; Q9Y242; Q9NQB0-10; Q96PF1; Q08117-2; P19237; Q12933; Q96RU7; Q14142; Q9UPQ4-2; Q8IWZ5; Q9BYV2; Q969E8; Q5W5X9-3; Q9UMX0; Q5T124; Q70EL1-9; P61758; Q9UK41-2; Q9BRX9; Q53FD0-2; Q8TF47; Q96E35; Q13360-2; Q9UL36; Q6S9Z5; Q8TF50; Q9P0T4; A0A1U9X8X8; Q7Z783; Q9Y649
FRMD4B	Q9Y2L6	23150;	Homo sapiens (Human)	FRM4B_HUMAN	
GSTCD	Q8NEC7	79807;	Homo sapiens (Human)	GSTCD_HUMAN	O60341; Q96LA8
TMEM65	Q6PI78	157378;	Homo sapiens (Human)	TMM65_HUMAN	O95870; Q13520; Q3SXY8; P49447; Q53TN4; Q15125; Q9Y282; Q8TBP5; Q5JX71; P48165; O15529; Q8NBQ5; Q9P2J2-2; P26951; Q8N5M9; Q9HDC5; Q15800; Q13113; O14684; P15151; Q9H6H4; Q86VR2; Q9NY72; Q3KNW5; P54219-3; Q9NQQ7-3; Q9UHI5; Q9NPL8; Q96IK0; Q96HE8; Q9Y320; Q5T4F4
ZNF432	O94892	9668;	Homo sapiens (Human)	ZN432_HUMAN	Q9UHG0
CDH11	P55287	1009;	Homo sapiens (Human)	CAD11_HUMAN	
PCSK9	Q8NBP7	255738;	Homo sapiens (Human)	PCSK9_HUMAN	P07355; P01130; P08253; P01130
PEMT	Q9UBM1	10400;	Homo sapiens (Human)	PEMT_HUMAN	Q13520; P27105
NHLRC3	Q5JS37	387921;	Homo sapiens (Human)	NHLC3_HUMAN	
ZNF766	Q5HY98	90321;	Homo sapiens (Human)	ZN766_HUMAN	Q5TD97
XPNPEP3	Q9NQH7	63929;	Homo sapiens (Human)	XPP3_HUMAN	
MANEA	Q5SRI9	79694;	Homo sapiens (Human)	MANEA_HUMAN	
UBE2W	Q96B02	55284;	Homo sapiens (Human)	UBE2W_HUMAN	P48643; Q9NX47; O43586; Q99942; Q9HAT0; Q8N6Y0
CABIN1	Q9Y6J0	23523;	Homo sapiens (Human)	CABIN_HUMAN	Q02080
TMEM230	Q96A57	29058;	Homo sapiens (Human)	TM230_HUMAN	O43765
DLX6	P56179	1750;	Homo sapiens (Human)	DLX6_HUMAN	
DHRS9	Q9BPW9	10170;	Homo sapiens (Human)	DHRS9_HUMAN	P23560-2; P04406; Q9UNK0
MAZ	P56270	4150;	Homo sapiens (Human)	MAZ_HUMAN	P43146; P70211; Q91562; P42858; P60411; Q9NRD5
MCM3	P25205	4172;	Homo sapiens (Human)	MCM3_HUMAN	P62805; P49736; P33992; Q14566; Q9BTE3; Q13416
DMD	P11532	1756;	Homo sapiens (Human)	DMD_HUMAN	Q9UBT7; Q9Y4J8; O60941; O60941-5; Q96CS2; P41235-3; P08727; Q9NRD5; Q13424; Q13884; Q13425; Q01484; Q3T1J5
KCTD21	Q4G0X4	283219;	Homo sapiens (Human)	KCD21_HUMAN	Q8WYQ4-2; Q8IUI8; Q4G0X4; Q17RB8; Q9NWW6; Q96HA8; O60437; Q96BH1; P61960; Q96E35
AMER1	Q5JTC6	139285;	Homo sapiens (Human)	AMER1_HUMAN	Q8N944; P25054; O15169; Q9Y297; P35222; Q9UKB1; Q14145
DTD1	Q8TEA8	92675;	Homo sapiens (Human)	DTD1_HUMAN	
ZNF611	Q8N823	81856;	Homo sapiens (Human)	ZN611_HUMAN	
FBRS	Q9HAH7	64319;	Homo sapiens (Human)	FBRS_HUMAN	
ZNF300	Q96RE9	91975;	Homo sapiens (Human)	ZN300_HUMAN	Q15699
CLSTN3	Q9BQT9	9746;	Homo sapiens (Human)	CSTN3_HUMAN	Q96FZ5; P21145; Q16617; Q6UX06; Q9UHJ9-5; Q6UX40; Q969K7; Q5BJF2; Q8N609; Q8N966
CCDC14	Q49A88	64770;	Homo sapiens (Human)	CCD14_HUMAN	Q96MT8; P43364-2; Q15154; P50542; Q96MT8-3; P48730; P26196; P06396; P01112; O60341; P43364; O15481; Q96T60; O76064; Q8N3L3
TCHH	Q07283	7062;	Homo sapiens (Human)	TRHY_HUMAN	
RAP1B	P61224	5908;	Homo sapiens (Human)	RAP1B_HUMAN	P27797; P36957; Q5JR59-3; Q8TDX7; Q12967; Q12967-6; P47736; Q8WWW0; Q9EQZ6-3
AGO4	Q9HCK5	192670;	Homo sapiens (Human)	AGO4_HUMAN	O15397; Q8NDV7
CLPTM1	O96005	1209;	Homo sapiens (Human)	CLPT1_HUMAN	Q8VCW4
STAM2	O75886	10254;	Homo sapiens (Human)	STAM2_HUMAN	Q9NYB9; Q9NYB9-2; Q92870-2; Q96B67; P54253; P48643; O00311; Q96A83-2; Q15038; Q14203-5; G5E9A7; P22607; P01112; P42858; O60333-2; Q9P2K6; Q969R5; Q13094; Q99732; P02545; Q9BVL2; Q96CS7; O60260-5; P60891; Q13671; Q9Y3C5; Q9H788; Q9H788-2; P37840; O95630; O60220; P0CG47; Q9UMX0; Q9UHD9; A5D8V6; O76024; Q96K80; Q8WU02
COPZ2	Q9P299	51226;	Homo sapiens (Human)	COPZ2_HUMAN	
CALML3	P27482	810;	Homo sapiens (Human)	CALL3_HUMAN	Q15051-2; Q9H0B3; A0JP07; Q8NCR3; Q9HD67; Q9NYB0
DDX21	Q9NR30	9188;	Homo sapiens (Human)	DDX21_HUMAN	Q8N187; P07910; P42858; O00505; Q99732; P10636; Q15554; P0DTC9
FRMD3	A2A2Y4	257019;	Homo sapiens (Human)	FRMD3_HUMAN	Q96FZ5; O43169; Q8N5M9; Q8IXM6; Q5VZY2; Q9Y6X1; Q8N6R1; Q96G79; Q5SNT2-2; A2RU14; Q5BJF2; O95159
PPP2R5D	Q14738	5528;	Homo sapiens (Human)	2A5D_HUMAN	Q8WWB3; A1L4K1; Q13136; P30153; P30154; Q8N6Y0; O08785
TOMM40	O96008	10452;	Homo sapiens (Human)	TOM40_HUMAN	Q2TAZ0
GORASP2	Q9H8Y8	26003;	Homo sapiens (Human)	GORS2_HUMAN	Q9H7C9; Q96HD9; Q9NXW9; Q96GX9; O94989; Q15041; O95671; O75348; P54253; P54252; Q7L4P6; Q9Y2F9; Q6P1W5; Q9Y2V2; Q13191; Q9Y3M2; Q494R4; Q9GZT6; P32320; Q9UJX2; Q07002; P55273; Q8TAP6; P13569; Q9UFW8; Q9HD42; Q9UHC6; P02489; P02511; P48730-2; P32321; Q14565; P59910; Q16555; Q9H596; Q13115; O43781-2; Q9NTX5; Q14232; Q9NT22; Q8TC92; O95571; Q9NYK6-3; Q92562; Q8TAK5; O60262; P63211; Q08379; Q8N9W4-2; O43708; Q9UHL9; Q00444; O75506; Q9Y547; Q9NQC1-2; Q8WZ19; Q96MP8-2; Q7L273; Q9BVG8; Q9BVG8-5; Q6L8G4; Q17RB8; Q9GZQ8; O95460-2; Q9UJV3-2; Q9BRT3; Q502X0; Q8TAP9; O60682; Q5VTT5-2; Q5HYW2; Q9HAN9; P16083; Q9UKK9; P11926; P61457; O76083; Q96PV4; P30048; O43741; P60891; P25788; Q13200; Q15008; O00194; Q14964; Q8TBY0; O15211; P49796-8; Q6NTF9-3; P49247; P57086; Q8WYJ6; Q6ZU15; P34896; Q16560-2; Q6ZVD7; Q01995; P15884; Q9BXF9; Q08117; Q08117-2; Q96S44; P17752; Q13077; Q12933; Q9BUZ4; O00463; O75865-2; O00635; Q86TN4-2; Q15714-2; Q8WW01; Q15631; Q6DKK2; P40222; Q9H832; O95164; Q9H9H4; Q8N1B4; Q9NQW7-3; O96006; O43829; Q96E35; Q9UQR1; Q9UQR1-2; PRO_0000045603 [Q99IB8]
BRIP1	Q9BX63	83990;	Homo sapiens (Human)	FANCJ_HUMAN	P54132; P38398; Q9BPX1; P40692; Q96T76
CHST12	Q9NRB3	55501;	Homo sapiens (Human)	CHSTC_HUMAN	
ZCCHC9	Q8N567	84240;	Homo sapiens (Human)	ZCHC9_HUMAN	
SEPHS2	Q99611	22928;	Homo sapiens (Human)	SPS2_HUMAN	
RYK	P34925	6259;	Homo sapiens (Human)	RYK_HUMAN	
ATP6AP1	Q15904	537;	Homo sapiens (Human)	VAS1_HUMAN	P42858; PRO_0000449624 [P0DTD1]
TOM1L1	O75674	10040;	Homo sapiens (Human)	TM1L1_HUMAN	Q00610; P00533; P62993; Q9H0E2; O60784; Q99816; P52735; P59910; Q9H0E2
ESX1	Q8N693	80712;	Homo sapiens (Human)	ESX1_HUMAN	
ATP6V0C	P27449	527;	Homo sapiens (Human)	VATL_HUMAN	Q13520; P07307-3; P19397; Q07108; P11912; Q96G23; Q86T13; Q6ZS10; Q9UHP7-3; Q7Z7G2; Q9NR28; Q96KC8; Q92838; Q9HAV5; Q9Y282; P84090; P22794; Q96KR6; O15552; Q8TBE3; Q8TDT2; O00155; O15529; Q7Z5P4; Q13651; P16871; Q92876; P26715; Q8N386; Q8IX19; P21757; Q6P499; P35372-10; Q9BQ51; Q6UXB8; P25788; Q9H6H4; Q86VR2; Q9NY72; Q7Z769; P30825; Q9BZL3; Q9HBV2; Q8WWF3; P27105; Q96L08; Q8IV31; Q9P0T7; Q9H7M9; Q6PEW1; P0CK45
UCK1	Q9HA47	83549;	Homo sapiens (Human)	UCK1_HUMAN	P22607; P06396; A0A0S2Z5Y6
NPEPL1	Q8NDH3	79716;	Homo sapiens (Human)	PEPL1_HUMAN	Q12800; P55212; O00291; P13473-2; Q99750
NEGR1	Q7Z3B1	257194;	Homo sapiens (Human)	NEGR1_HUMAN	Q13449; P61916; Q9P121
YBX1	P67809	4904;	Homo sapiens (Human)	YBOX1_HUMAN	Q07021; Q13616; Q08211; Q09472; Q7Z6M2; Q14103-4; P62310; Q99697; O15355; Q13148; P13693; Q08705; PRO_0000038050 [P19712]
UTS2	O95399	10911;	Homo sapiens (Human)	UTS2_HUMAN	
ARGLU1	Q9NWB6	55082;	Homo sapiens (Human)	ARGL1_HUMAN	P78362
GRIN2D	O15399	2906;	Homo sapiens (Human)	NMDE4_HUMAN	Q62936
DIS3L	Q8TF46	115752;	Homo sapiens (Human)	DI3L1_HUMAN	Q9NQT5; Q13868; Q7Z699
TEX9	Q8N6V9	374618;	Homo sapiens (Human)	TEX9_HUMAN	Q8TD31-3; Q08379; Q7RTV2; O60341; O94818-2; Q9UBU9; Q96KQ4; O14530
DDAH2	O95865	23564;	Homo sapiens (Human)	DDAH2_HUMAN	Q08043; Q9NW38; Q86VF2-5; Q86UR1-2; O43741; Q15645; PRO_0000037314 [P0C6X7]
SYT17	Q9BSW7	51760;	Homo sapiens (Human)	SYT17_HUMAN	Q96MA6; Q9H2G9; Q8NA61-2; Q68D86; Q9NPC3; Q96MT8; Q8NHQ1; Q9BY43; Q9BY43-2; Q9Y2V7; O75140-2; Q8IYI6; Q8IZU0; Q53SE7; Q96NE9-2; Q08379; Q9NYA3; O00291; Q96ED9-2; Q13422; Q9UK45; Q9Y250; Q9BRK4; Q9Y6D9; Q3KP22-3; P23508; P50221; P50222; Q6FHY5; Q9UJV3-2; Q9GZT8; Q99471; Q4G0R1; Q9NRD5; Q8WVV4-1; Q59EK9; Q9H190; Q16560-2; Q9Y2D8; Q12933; P14373; Q99598; Q9Y2B5; Q7Z4V0; Q96LX8; Q9UGI0
GK	P32189	2710;	Homo sapiens (Human)	GLPK_HUMAN	P22736
CPNE4	Q96A23	131034;	Homo sapiens (Human)	CPNE4_HUMAN	Q8N987
C2orf69	Q8N8R5	205327;	Homo sapiens (Human)	CB069_HUMAN	
PTPRS	Q13332	5802;	Homo sapiens (Human)	PTPRS_HUMAN	Q16849; Q9Y5Q9
TDP2	O95551	51567;	Homo sapiens (Human)	TYDP2_HUMAN	P54252; P51451; P50570-2
USP39	Q53GS9	10713;	Homo sapiens (Human)	UBP39_HUMAN	Q5S007; Q96SB4
TTC13	Q8NBP0	79573;	Homo sapiens (Human)	TTC13_HUMAN	
KDM7A	Q6ZMT4	80853;	Homo sapiens (Human)	KDM7A_HUMAN	
SUSD2	Q9UGT4	56241;	Homo sapiens (Human)	SUSD2_HUMAN	P60410; Q63HR2
CSNK2A3	Q8NEV1	283106;	Homo sapiens (Human)	CSK23_HUMAN	
VGLL1	Q99990	51442;	Homo sapiens (Human)	VGLL1_HUMAN	Q9NX04; P55273; P52597; Q17RB8; O14770-4; Q99471; Q0D2K3; Q15562-2; Q99594; Q15561; Q8WW24; Q08117-2; P36406; Q96PN8
CRTC3	Q6UUV7	64784;	Homo sapiens (Human)	CRTC3_HUMAN	Q8N1Q1
PLCXD1	Q9NUJ7	55344;	Homo sapiens (Human)	PLCX1_HUMAN	
CHMP3	Q9Y3E7	100526767;51652;	Homo sapiens (Human)	CHMP3_HUMAN	O43633; Q9UQN3; Q9H444; O95630; O43633; Q9Y3E7-1; O95630
SULF1	Q8IWU6	23213;	Homo sapiens (Human)	SULF1_HUMAN	
SLC39A13	Q96H72	91252;	Homo sapiens (Human)	S39AD_HUMAN	P25942; O15173; Q04864; P15884
CD74	P04233	972;	Homo sapiens (Human)	HG2A_HUMAN	P16070; P25025; P61073; P60228; Q14974; P0A6Y8; O15155; Q8N6F1-2; Q9BXN2-6; Q96FZ5; P56851; Q9UKR5; P37268; Q9H0Q3; Q9UBY5; Q8N912; P0DJD7; P60201-2; Q5VZY2; Q8WZA1; Q13635-3; Q5QGT7; Q96IW7; Q9Y6X1; P78383; B2RUZ4; Q8IYF3-3; A0PK00; Q9BU79; Q8TBM7; Q9H2L4; Q5BJF2; O00526
FAM117B	Q6P1L5	150864;	Homo sapiens (Human)	F117B_HUMAN	O95994; P24539; P46379-2; Q8N9N5; Q8N9N5-2; O75190; Q01658; P63167; Q96FJ2; P21333-2; P78333; Q9Y5Q9; P04792; Q9UMF0; Q14145; O60333-2; O14901; P31153; Q8N2W9; O60260-5; P60891; Q9Y3C5; Q13148; O76024
UBE2S	Q16763	27338;	Homo sapiens (Human)	UBE2S_HUMAN	Q9UJX6; P62879; P40337-2
BTBD6	Q96KE9	90135;	Homo sapiens (Human)	BTBD6_HUMAN	Q9Y2F9; Q13618; Q15653; Q9Y5B8; Q96HA8; Q15560
PDE1C	Q14123	5137;	Homo sapiens (Human)	PDE1C_HUMAN	
MARK3	P27448	4140;	Homo sapiens (Human)	MARK3_HUMAN	Q8WXK3; P31947; Q15560; P31946; P61981; Q04917; P63104; Q6S8E0; Q8BHN0
AGTPBP1	Q9UPW5	23287;	Homo sapiens (Human)	CBPC1_HUMAN	
ZCCHC24	Q8N2G6	219654;	Homo sapiens (Human)	ZCH24_HUMAN	
SH3GLB2	Q9NR46	56904;	Homo sapiens (Human)	SHLB2_HUMAN	P55212; Q5JVL4; O43464; P42858; P60410; Q9BYR2; Q6L8G4; Q9BYQ3; P13473-2; Q8TCE9; P43355; Q96HA8; Q9UBU9; Q9NRD5; Q9Y371; Q9NR46; Q9P0N9; P07947
DUOXA1	Q1HG43	90527;	Homo sapiens (Human)	DOXA1_HUMAN	
SNAPIN	O95295	23557;	Homo sapiens (Human)	SNAPN_HUMAN	Q9NYB9-2; Q8N9N5-2; Q12934-2; Q13515; P78537; Q6QNY1; A1L168; Q68D86; P51946; Q8IV53; Q96EV8; Q8IYW4; Q9UPT5-1; A1L4K1; Q70UQ0-4; Q2T9L4; Q63ZY3; P19012; P08779; P08727; P35900; Q2M2I5; Q7Z3Y9; Q7Z3Y8; P20700; Q5S007; Q7Z6G3-2; Q9Y5B8; Q9H1M0; P49585; Q5JTB6; Q9UJ41-4; Q96BD8; Q15849-1; P11277; Q9UBB9; P07951-2; P06753; P67936; Q99816; Q9Y3C0; Q62668-1
C2orf74	A8MZ97		Homo sapiens (Human)	CB074_HUMAN	Q0VAQ4
MFF	Q9GZY8	56947;	Homo sapiens (Human)	MFF_HUMAN	O00429; P0DTF1; Q15848; Q9NRZ5; Q9NVV5-2; Q86W74-2; P05090; Q9BQE5; Q92482; Q13520; Q99437; O15155; Q86Z23; P11912; O14735; Q8N111; Q8N6F1-2; Q96DZ9-2; O95406; P29400-2; Q4LDR2; O43169; Q9BQA9; Q9Y282; Q5JX71; Q96KR6; Q92520; Q969F0; Q8NFU4; Q9H0Q3; P08034; Q9NS71; O14653; Q8TDT2; P24593; Q8N5M9; O43561-2; Q8TAF8; Q9UBY5; Q6FHY5; Q9GZY8-5; P30301; Q8N4V1; O75425; O95297; Q6P499; Q8N912; Q8IXM6; P30990; P03999; P35372-10; Q9H4B4; Q9Y342; P26678; P60201-2; Q5VY80; Q86VR2; O75783; Q9NTJ5; Q9BY50; Q96IW7; O75396; Q15436; Q3SXP7; Q16572; P78383; Q96JW4; P30825; Q8TBB6; Q9UHI5; B2RUZ4; P0DN84; O15400; Q9UNK0; Q9Y6I9; P02786; Q6P4D7; Q5BJH2-2; Q9NV12; Q9P0S9; Q5SNT2-2; A2RU14; Q8NBD8; Q96Q45-2; Q8TBM7; Q69YG0; Q9H2L4; Q8N661; Q6PEY1; Q5BJF2; Q9Y320; Q9Y228; Q8N609; O60636; Q86UF1; Q5TGU0; Q5BVD1; A5PKU2; Q53HI1; Q9H1C4; O75841; O75379; O95159
ANXA6	P08133	309;	Homo sapiens (Human)	ANXA6_HUMAN	Q14005-2; P10636-8
NUSAP1	Q9BXS6	51203;	Homo sapiens (Human)	NUSAP_HUMAN	Q8NHQ1
MORF4L2	Q15014	9643;	Homo sapiens (Human)	MO4L2_HUMAN	Q9Y2J4; Q99856; Q9H165-2; Q8N7W2-2; Q5H9J7; Q13554-3; Q01850; Q53EZ4; Q96D03; Q9NRI5-2; O60447; Q8IZU0; Q8IX29; Q08379; Q86WP2; Q96HH9; Q6NT76; P42858; Q13422; Q719H9; Q8N4I8; Q96JM7; Q96JM7-2; Q9P127; Q9BRK4; Q6FHY5; Q9Y605; Q96HT8; Q9NV56; P52815; Q15742; Q8IXK0; Q4G0R1; Q9NRD5; Q9UL42; P78424; Q04864-2; Q17R54; Q9NVV9; Q08117; Q15025; P45379; Q8WV44; Q15631; Q96DT7; O43829; Q9HCK0; O43298; O15156; Q96MX3; Q77UV9; P0DTC9
HPN	P05981	3249;	Homo sapiens (Human)	HEPS_HUMAN	Q12983; P11686; O00526
SLC29A3	Q9BZD2	55315;	Homo sapiens (Human)	S29A3_HUMAN	O43889-2
XRN1	Q8IZH2	54464;	Homo sapiens (Human)	XRN1_HUMAN	Q6P2E9
ZFP91	Q96JP5	80829;	Homo sapiens (Human)	ZFP91_HUMAN	
CPQ	Q9Y646	10404;	Homo sapiens (Human)	CBPQ_HUMAN	
CCDC57	Q2TAC2	284001;	Homo sapiens (Human)	CCD57_HUMAN	P29972; P40617; Q9HC52; Q96HB5-4; Q86Y33; Q8IYX8-2; Q2TBE0; Q3B820; Q9Y247; Q86YD7; Q92917; Q96CS2; P69905; Q96BZ8; Q96FQ7; P55081; Q6XQN6-2; P18615; Q14980; Q8NEY8; Q6NYC8; Q96QH2; Q8WWY3; P79522; P35236; Q8TBN0; Q96HH0; Q9NU19; Q08117; Q9NV29; Q3SY00; Q9Y4E8; O75604; Q08E77; G3V1X1; Q8N5A5; Q96NC0; Q8TAU3; PRO_0000449631 [P0DTD1]; Q8IZP0-5; Q9NYB9-2; O14639-4; Q9Y2J4; Q86SG2; Q03989; A0A0S2Z4M1; O15169; O75815; Q9BXY8; Q9H6X5-2; Q53TS8; Q96LM5; Q8NA61-2; Q96HB5; Q96M91; P38432; Q53ET0; G5E9L9; Q9NRI5-2; Q86UW9; Q5JST6; O15371; Q04637-9; Q14241; Q9NT22; Q96DF8; O95990-4; Q3B820; Q96MY7; Q86W67; Q86YD7; P07954; Q9NU39; Q9C0B1-2; P14136; O75420; Q86WP2; Q9HAV7; Q7Z353; Q8IYA8; Q9UKT9; Q0VD86; Q9H0H0; O75564-2; Q63ZY3; Q6ZU52; Q13351; Q9UIH9; Q5T749; P19013; Q01546; Q52LG2; Q3SY46; Q96BZ8; Q9Y250; Q9Y6D9; Q8TC05; P04732; Q8TDC0; Q15742; O00746; Q9P286; Q96HA1-2; Q7Z5V6-2; Q96QH2; Q9NQX0; Q2NL68; Q99633; Q8WWY3; P28070; Q3KNS1; Q9Y272; Q5RL73; Q8NG50; Q6NUQ1; A0A0S2Z4G9; Q96HH0; Q9BVN2; Q96B97; Q6ZSJ9; Q6ZT89-3; Q9H0W8; Q8NCR6; Q16560-2; O60504; O43609; Q5T7P8-2; Q8TDR4; Q9UBB9; P0C1Z6; O43615; Q9NV29; P19237; Q05BL1; Q14142; Q14134; Q7Z6J9; Q3SY00; Q9NRE2; P40222; Q8N1B4; Q9BW85; Q9P1Z0; Q53FD0-2; Q8N5A5-2; Q9C0F3; Q6S9Z5; Q9H707; Q5T619; Q8N720; A0A0S2Z5X4; Q9Y2P0; Q96MP5
CXorf38	Q8TB03	159013;	Homo sapiens (Human)	CX038_HUMAN	Q6ZTQ4; G5E9A7; P22607; P28799; P42858; O60333-2; Q6FHY5; Q13952-2; Q02548; P26367; Q9Y3C5; Q7Z699; Q86WV8; Q9UMX0; O76024
ATP2A1	O14983	487;	Homo sapiens (Human)	AT2A1_HUMAN	
PPAN	Q9NQ55	56342;692312;	Homo sapiens (Human)	SSF1_HUMAN	
METTL2A	Q96IZ6	339175;	Homo sapiens (Human)	MET2A_HUMAN	
SERPINB8	P50452	5271;	Homo sapiens (Human)	SPB8_HUMAN	
HDAC7	Q8WUI4	51564;	Homo sapiens (Human)	HDAC7_HUMAN	P00533; Q9BZS1-1; Q9BZS1-2; Q9BZL6; P31947; P63104; P08393; Q8CFN5; Q13137; Q04864; Q0D2K3; Q8WXI4-2; Q9BQD7; Q03989; Q9NSI6-4; Q3SXR2; Q13137; P60953; Q7L2Z9; Q96D03; Q9NQ30; Q9UBI6; A6NEM1; A5PKX9; Q9BXK1; Q6ZNG9; O43679; Q6FHY5; Q9BRT3; O95411; O00746; Q9BQI9; B7ZLY0; Q96I34; P63000; P15153; P60763; Q04864-2; Q0D2K3; P62070; O15427; O94964-4; O95164
SAFB	Q15424	6294;	Homo sapiens (Human)	SAFB1_HUMAN	P35637; Q9GZQ8; Q14151; Q96SB4-2; Q96SB4-3; P04637; Q9JKL7
SCAMP1	O15126	9522;	Homo sapiens (Human)	SCAM1_HUMAN	P53367; P53365; P55212; P13569; Q05329; P13473-2; Q96E29; Q9ULP0-2; Q96AL5; P49585; O75400-2; P43378; Q9Y371; Q9NZD8; Q5VWN6-2; Q969Z0; Q8WY91; P49638; Q8NF64-2
TP53RK	Q96S44	112858;	Homo sapiens (Human)	PRPK_HUMAN	Q13137; Q9H8Y8; Q5JR59; Q9NPF4; Q9Y3C4
EIF3J	O75822	8669;	Homo sapiens (Human)	EIF3J_HUMAN	P61221; P68400; P55884; O75822; Q04637; Q16236
GNG11	P61952	2791;	Homo sapiens (Human)	GBG11_HUMAN	Q9C0F1; Q6BDI9
PTTG1	O95997	9232;	Homo sapiens (Human)	PTTG1_HUMAN	
TUBGCP6	Q96RT7	85378;	Homo sapiens (Human)	GCP6_HUMAN	
ELMOD2	Q8IZ81	255520;	Homo sapiens (Human)	ELMD2_HUMAN	
POLQ	O75417	10721;	Homo sapiens (Human)	DPOLQ_HUMAN	O75417-1; Q06609
COA1	Q9GZY4	55744;	Homo sapiens (Human)	COA1_HUMAN	
SOX9	P48436	6662;	Homo sapiens (Human)	SOX9_HUMAN	Q3U108; P62157
WIPI2	Q9Y4P8	26100;	Homo sapiens (Human)	WIPI2_HUMAN	Q15041; Q9NUX5; Q9UI14; Q6ZPD8; Q9Y680; Q96E11; Q9UI14; Q96HR9-2; P08247
HNRNPA3	P51991	220988;	Homo sapiens (Human)	ROA3_HUMAN	P09651
IPO5	O00410	3843;	Homo sapiens (Human)	IPO5_HUMAN	Q96AP0; O95166; Q9H0R8; P60520; Q9GZQ8; Q9BXW4; P18124; PRO_0000037576 [P27958]; P42858
KPNA2	P52292	3838;	Homo sapiens (Human)	IMA1_HUMAN	P63010; P38398; Q96C86; Q53SE7; Q9NP66; P07910; Q8IX15-3; Q8NBZ0; Q14653; P05412; Q14974; Q14974-1; Q6A162; Q9BRK4; Q9Y5V3; Q99750; P40692; Q9UBU8-2; Q7Z6G3-2; Q16236; Q9HAN9; Q9UKX7; P37198; Q86Y26; Q96PV4; Q93062; P46063; O43148; P29034; P06703; Q9UJW9; Q15637; Q9UH99; O75478; Q9BYV2; Q8N6Y0; P0DTC6; P03126; P03101; P03107; Q6GQG6; K9N643; P04620; A0A3G5BIZ0; P03070
KBTBD6	Q86V97	89890;	Homo sapiens (Human)	KBTB6_HUMAN	O95166; Q9H0R8; P60520; Q9GZQ8; Q9BXW4
TULP1	O00294	7287;	Homo sapiens (Human)	TULP1_HUMAN	P16333
NAPSA	O96009	9476;	Homo sapiens (Human)	NAPSA_HUMAN	Q5T7P3; Q5TA76
THG1L	Q9NWX6	54974;	Homo sapiens (Human)	THG1_HUMAN	Q8TBB1; Q96HA8; Q9H8W4; O00560; P54274; Q9NWX6
TELO2	Q9Y4R8	9894;	Homo sapiens (Human)	TELO2_HUMAN	Q13315; P54252; Q9UK97; Q9NWS0; O43156
